LDMC_trans,LMA_trans,CHL_trans,grt_trans,Model,AIC,BIC,AICc,R2,Singular_fit
inv_sqrt,log,inv_sqrt,just,Random Slope,-479.9990062,-441.3783415,-474.0730803,0.965875005,TRUE
inv_sqrt,log,inv_sqrt,just,Random Slope + Intercept,-479.9990062,-441.3783415,-474.0730803,0.965875005,TRUE
sqrt,inv,sq,log,Random Intercept,242.8211723,258.2694382,243.7545057,0.866281235,FALSE
inv_sqrt,log,inv_sqrt,log,Random Slope,199.1329725,237.7536372,205.0588984,0.888158184,TRUE
inv_sqrt,log,inv_sqrt,log,Random Slope + Intercept,199.1329725,237.7536372,205.0588984,0.888158184,TRUE
inv_sqrt,log,inv_sqrt,sqrt,Random Intercept,-296.3007621,-280.8524962,-295.3674288,0.856551937,FALSE
inv_sqrt,log,inv_sqrt,sqrt,Random Slope,-292.9242728,-254.3036081,-286.9983468,0.902585653,TRUE
inv_sqrt,log,inv_sqrt,sqrt,Random Slope + Intercept,-292.9242728,-254.3036081,-286.9983468,0.902585653,TRUE
inv_sqrt,log,inv_sqrt,inv,Random Intercept,1265.521354,1280.96962,1266.454687,0.619111399,FALSE
inv_sqrt,log,inv_sqrt,inv,Random Slope,1250.781936,1289.4026,1256.707861,0.777887987,TRUE
inv_sqrt,log,inv_sqrt,inv,Random Slope + Intercept,1250.781936,1289.4026,1256.707861,0.777887987,TRUE
inv_sqrt,log,inv_sqrt,inv_sqrt,Random Intercept,561.3815809,576.8298468,562.3149142,0.756314001,FALSE
inv_sqrt,log,inv_sqrt,inv_sqrt,Random Slope,541.5319903,580.1526549,547.4579162,0.838118021,TRUE
inv_sqrt,log,inv_sqrt,inv_sqrt,Random Slope + Intercept,541.5319903,580.1526549,547.4579162,0.838118021,TRUE
inv_sqrt,log,inv_sqrt,sq,Random Intercept,-889.5274997,-874.0792338,-888.5941664,0.786578654,FALSE
inv_sqrt,log,inv_sqrt,sq,Random Slope,-910.414,-871.7933353,-904.488074,0.969484123,FALSE
inv_sqrt,log,inv_sqrt,sq,Random Slope + Intercept,-910.414,-871.7933353,-904.488074,0.969484123,FALSE
inv_sqrt,log,inv_sqrt,cub,Random Intercept,-1308.477859,-1293.029593,-1307.544526,0.700730257,FALSE
inv_sqrt,log,inv_sqrt,cub,Random Slope,-1342.915993,-1304.295329,-1336.990067,0.965608988,TRUE
inv_sqrt,log,inv_sqrt,cub,Random Slope + Intercept,-1342.915993,-1304.295329,-1336.990067,0.965608988,TRUE
sq,log,inv_sqrt,just,Random Intercept,-445.482574,-430.0343081,-444.5492406,0.80299901,FALSE
sq,log,inv_sqrt,just,Random Slope,-451.5637608,-412.9430961,-445.6378349,0.955458015,TRUE
sq,log,inv_sqrt,just,Random Slope + Intercept,-451.5637608,-412.9430961,-445.6378349,0.955458015,TRUE
sq,log,sqrt,log,Random Intercept,242.8324149,258.2806807,243.7657482,0.832593531,FALSE
sq,log,inv_sqrt,log,Random Slope,211.999742,250.6204067,217.925668,0.942606228,TRUE
sq,log,inv_sqrt,log,Random Slope + Intercept,211.999742,250.6204067,217.925668,0.942606228,TRUE
sq,log,inv_sqrt,sqrt,Random Intercept,-265.9132845,-250.4650186,-264.9799512,0.835647967,FALSE
sq,log,inv_sqrt,sqrt,Random Slope,-273.268994,-234.6483293,-267.3430681,0.940499723,TRUE
sq,log,inv_sqrt,sqrt,Random Slope + Intercept,-273.268994,-234.6483293,-267.3430681,0.940499723,TRUE
sq,log,inv_sqrt,inv,Random Intercept,1294.923282,1310.371548,1295.856615,0.550915857,FALSE
sq,log,inv_sqrt,inv,Random Slope,1293.060725,1331.68139,1298.986651,0.957023657,TRUE
sq,log,inv_sqrt,inv,Random Slope + Intercept,1293.060725,1331.68139,1298.986651,0.957023657,TRUE
sq,log,inv_sqrt,inv_sqrt,Random Intercept,590.8458959,606.2941618,591.7792293,0.726344104,FALSE
sq,log,inv_sqrt,inv_sqrt,Random Slope,564.4683265,603.0889912,570.3942525,0.933450319,TRUE
sq,log,inv_sqrt,inv_sqrt,Random Slope + Intercept,564.4683265,603.0889912,570.3942525,0.933450319,TRUE
sq,log,inv_sqrt,sq,Random Intercept,-860.1472159,-844.6989501,-859.2138826,0.670493196,FALSE
sq,log,inv_sqrt,sq,Random Slope,-866.5010583,-827.8803937,-860.5751324,0.775460195,TRUE
sq,log,inv_sqrt,sq,Random Slope + Intercept,-866.5010583,-827.8803937,-860.5751324,0.775460195,TRUE
sq,log,inv_sqrt,cub,Random Intercept,-1283.398343,-1267.950077,-1282.46501,0.486252737,FALSE
sq,log,inv_sqrt,cub,Random Slope,-1295.419545,-1256.79888,-1289.493619,0.646774933,TRUE
sq,log,inv_sqrt,cub,Random Slope + Intercept,-1295.419545,-1256.79888,-1289.493619,0.646774933,TRUE
cub,log,inv_sqrt,just,Random Intercept,-433.0088626,-417.5605967,-432.0755293,0.765081122,FALSE
cub,log,inv_sqrt,just,Random Slope,-430.4227669,-391.8021022,-424.496841,0.973677671,TRUE
cub,log,inv_sqrt,just,Random Slope + Intercept,-430.4227669,-391.8021022,-424.496841,0.973677671,TRUE
just,just,just,log,Random Intercept,242.8382994,258.2865652,243.7716327,0.827907763,FALSE
cub,log,inv_sqrt,log,Random Slope,225.1816757,263.8023404,231.1076017,0.957663333,TRUE
cub,log,inv_sqrt,log,Random Slope + Intercept,225.1816757,263.8023404,231.1076017,0.957663333,TRUE
cub,log,inv_sqrt,sqrt,Random Intercept,-252.591415,-237.1431491,-251.6580817,0.802052928,FALSE
cub,log,inv_sqrt,sqrt,Random Slope,-261.4503867,-222.829722,-255.5244608,0.918308193,TRUE
cub,log,inv_sqrt,sqrt,Random Slope + Intercept,-261.4503867,-222.829722,-255.5244608,0.918308193,TRUE
cub,log,inv_sqrt,inv,Random Intercept,1306.871416,1322.319682,1307.804749,0.48998755,FALSE
cub,log,inv_sqrt,inv,Random Slope,1310.140804,1348.761469,1316.06673,0.989698709,TRUE
cub,log,inv_sqrt,inv,Random Slope + Intercept,1310.140804,1348.761469,1316.06673,0.989698709,TRUE
cub,log,inv_sqrt,inv_sqrt,Random Intercept,603.6707746,619.1190405,604.604108,0.675974645,FALSE
cub,log,inv_sqrt,inv_sqrt,Random Slope,584.1005799,622.7212445,590.0265058,0.965205498,TRUE
cub,log,inv_sqrt,inv_sqrt,Random Slope + Intercept,584.1005799,622.7212445,590.0265058,0.965205498,TRUE
cub,log,inv_sqrt,sq,Random Intercept,-849.8595154,-834.4112495,-848.9261821,0.618777196,FALSE
cub,log,inv_sqrt,sq,Random Slope,-848.568348,-809.9476833,-842.6424221,0.944971752,TRUE
cub,log,inv_sqrt,sq,Random Slope + Intercept,-848.568348,-809.9476833,-842.6424221,0.944971752,TRUE
cub,log,inv_sqrt,cub,Random Intercept,-1275.535302,-1260.087036,-1274.601969,0.45494915,FALSE
cub,log,inv_sqrt,cub,Random Slope,-1275.573363,-1236.952698,-1269.647437,0.679848297,TRUE
cub,log,inv_sqrt,cub,Random Slope + Intercept,-1275.573363,-1236.952698,-1269.647437,0.679848297,TRUE
just,sqrt,inv_sqrt,just,Random Intercept,-456.4185934,-440.9703276,-455.4852601,0.817092372,FALSE
just,sqrt,inv_sqrt,just,Random Slope,-460.7503908,-422.1297261,-454.8244649,0.856638461,FALSE
just,sqrt,inv_sqrt,just,Random Slope + Intercept,-460.7503908,-422.1297261,-454.8244649,0.856638461,FALSE
inv_sqrt,just,sq,log,Random Intercept,242.977835,258.4261009,243.9111683,0.811843384,FALSE
just,cub,sqrt,log,Random Intercept,243.3611915,258.8094574,244.2945249,0.780554441,FALSE
sq,sqrt,sqrt,log,Random Intercept,243.6335688,259.0818347,244.5669021,0.821573395,FALSE
just,sqrt,inv_sqrt,sqrt,Random Intercept,-277.1186328,-261.6703669,-276.1852995,0.844095079,FALSE
just,sqrt,inv_sqrt,sqrt,Random Slope,-282.4416126,-243.8209479,-276.5156866,0.902767991,FALSE
just,sqrt,inv_sqrt,sqrt,Random Slope + Intercept,-282.4416126,-243.8209479,-276.5156866,0.902767991,FALSE
just,sqrt,inv_sqrt,inv,Random Intercept,1282.220928,1297.669194,1283.154262,0.587516991,FALSE
just,sqrt,inv_sqrt,inv,Random Slope,1277.343345,1315.96401,1283.269271,0.707005425,FALSE
just,sqrt,inv_sqrt,inv,Random Slope + Intercept,1277.343345,1315.96401,1283.269271,0.707005425,FALSE
just,sqrt,inv_sqrt,inv_sqrt,Random Intercept,577.7944347,593.2427005,578.727768,0.74542531,FALSE
just,sqrt,inv_sqrt,inv_sqrt,Random Slope,562.7365315,601.3571962,568.6624575,0.795578511,TRUE
just,sqrt,inv_sqrt,inv_sqrt,Random Slope + Intercept,562.7365315,601.3571962,568.6624575,0.795578511,TRUE
just,sqrt,inv_sqrt,sq,Random Intercept,-870.2531293,-854.8048635,-869.319796,0.708956199,FALSE
just,sqrt,inv_sqrt,sq,Random Slope,-882.1633554,-843.5426907,-876.2374294,0.784470917,FALSE
just,sqrt,inv_sqrt,sq,Random Slope + Intercept,-882.1633554,-843.5426907,-876.2374294,0.784470917,FALSE
just,sqrt,inv_sqrt,cub,Random Intercept,-1291.856175,-1276.407909,-1290.922841,0.546662907,FALSE
just,sqrt,inv_sqrt,cub,Random Slope,-1311.441918,-1272.821253,-1305.515992,0.738704925,TRUE
just,sqrt,inv_sqrt,cub,Random Slope + Intercept,-1311.441918,-1272.821253,-1305.515992,0.738704925,TRUE
log,sqrt,inv_sqrt,just,Random Intercept,-467.3638331,-451.9155672,-466.4304998,0.828943272,FALSE
log,sqrt,inv_sqrt,just,Random Slope,-473.9144816,-435.2938169,-467.9885557,0.967045241,TRUE
log,sqrt,inv_sqrt,just,Random Slope + Intercept,-473.9144816,-435.2938169,-467.9885557,0.967045241,TRUE
sqrt,inv_sqrt,sq,log,Random Intercept,244.005497,259.4537628,244.9388303,0.857815685,FALSE
log,log,sq,log,Random Intercept,244.1671123,259.6153781,245.1004456,0.846763543,FALSE
cub,inv,inv_sqrt,log,Random Intercept,244.7587637,260.2070295,245.692097,0.808899684,FALSE
log,sqrt,inv_sqrt,sqrt,Random Intercept,-287.6057258,-272.1574599,-286.6723925,0.847176984,FALSE
log,sqrt,inv_sqrt,sqrt,Random Slope,-289.7007094,-251.0800447,-283.7747834,0.957273918,FALSE
log,sqrt,inv_sqrt,sqrt,Random Slope + Intercept,-289.7007094,-251.0800447,-283.7747834,0.957273918,FALSE
log,sqrt,inv_sqrt,inv,Random Intercept,1271.753192,1287.201458,1272.686525,0.606323522,FALSE
log,sqrt,inv_sqrt,inv,Random Slope,1252.567311,1291.187976,1258.493237,0.820421125,TRUE
log,sqrt,inv_sqrt,inv,Random Slope + Intercept,1252.567311,1291.187976,1258.493237,0.820421125,TRUE
log,sqrt,inv_sqrt,inv_sqrt,Random Intercept,567.5171913,582.9654571,568.4505246,0.749361723,FALSE
log,sqrt,inv_sqrt,inv_sqrt,Random Slope,541.9467155,580.5673802,547.8726414,0.86660018,TRUE
log,sqrt,inv_sqrt,inv_sqrt,Random Slope + Intercept,541.9467155,580.5673802,547.8726414,0.86660018,TRUE
log,sqrt,inv_sqrt,sq,Random Intercept,-880.7989935,-865.3507276,-879.8656602,0.754200697,FALSE
log,sqrt,inv_sqrt,sq,Random Slope,-904.046455,-865.4257904,-898.1205291,0.96043201,TRUE
log,sqrt,inv_sqrt,sq,Random Slope + Intercept,-904.046455,-865.4257904,-898.1205291,0.96043201,TRUE
log,sqrt,inv_sqrt,cub,Random Intercept,-1300.834269,-1285.386003,-1299.900935,0.64218552,FALSE
log,sqrt,inv_sqrt,cub,Random Slope,-1337.893736,-1299.273071,-1331.96781,0.963210563,TRUE
log,sqrt,inv_sqrt,cub,Random Slope + Intercept,-1337.893736,-1299.273071,-1331.96781,0.963210563,TRUE
sqrt,sqrt,inv_sqrt,just,Random Intercept,-463.41055,-447.9622841,-462.4772167,0.825630363,FALSE
sqrt,sqrt,inv_sqrt,just,Random Slope,-471.9200724,-433.2994077,-465.9941464,0.966648787,TRUE
sqrt,sqrt,inv_sqrt,just,Random Slope + Intercept,-471.9200724,-433.2994077,-465.9941464,0.966648787,TRUE
inv,sq,sq,log,Random Intercept,245.1661167,260.6143826,246.09945,0.769377072,FALSE
log,sqrt,sq,log,Random Intercept,245.2711405,260.7194064,246.2044738,0.833670038,FALSE
sq,sq,inv_sqrt,log,Random Intercept,245.284335,260.7326009,246.2176683,0.768151024,FALSE
sqrt,sqrt,inv_sqrt,sqrt,Random Intercept,-283.9826313,-268.5343654,-283.0492979,0.848317702,FALSE
sqrt,sqrt,inv_sqrt,sqrt,Random Slope,-288.7385356,-250.1178709,-282.8126097,0.958538313,TRUE
sqrt,sqrt,inv_sqrt,sqrt,Random Slope + Intercept,-288.7385356,-250.1178709,-282.8126097,0.958538313,TRUE
sqrt,sqrt,inv_sqrt,inv,Random Intercept,1275.491904,1290.94017,1276.425238,0.602438198,FALSE
sqrt,sqrt,inv_sqrt,inv,Random Slope,1255.211047,1293.831711,1261.136973,0.782235705,FALSE
sqrt,sqrt,inv_sqrt,inv,Random Slope + Intercept,1255.211047,1293.831711,1261.136973,0.782235705,FALSE
sqrt,sqrt,inv_sqrt,inv_sqrt,Random Intercept,571.0665029,586.5147688,571.9998362,0.751719524,FALSE
sqrt,sqrt,inv_sqrt,inv_sqrt,Random Slope,542.4987671,581.1194317,548.424693,0.842802961,FALSE
sqrt,sqrt,inv_sqrt,inv_sqrt,Random Slope + Intercept,542.4987671,581.1194317,548.424693,0.842802961,FALSE
sqrt,sqrt,inv_sqrt,sq,Random Intercept,-876.8698205,-861.4215546,-875.9364872,0.734637331,FALSE
sqrt,sqrt,inv_sqrt,sq,Random Slope,-901.7760697,-863.155405,-895.8501437,0.969589709,TRUE
sqrt,sqrt,inv_sqrt,sq,Random Slope + Intercept,-901.7760697,-863.155405,-895.8501437,0.969589709,TRUE
sqrt,sqrt,inv_sqrt,cub,Random Intercept,-1297.557957,-1282.109691,-1296.624624,0.596876031,FALSE
sqrt,sqrt,inv_sqrt,cub,Random Slope,-1334.21067,-1295.590005,-1328.284744,0.964360918,TRUE
sqrt,sqrt,inv_sqrt,cub,Random Slope + Intercept,-1334.21067,-1295.590005,-1328.284744,0.964360918,TRUE
inv,sqrt,inv_sqrt,just,Random Intercept,-477.0494746,-461.6012088,-476.1161413,0.82085444,FALSE
inv,sqrt,inv_sqrt,just,Random Slope,-480.4322871,-441.8116225,-474.5063612,0.963314673,TRUE
inv,sqrt,inv_sqrt,just,Random Slope + Intercept,-480.4322871,-441.8116225,-474.5063612,0.963314673,TRUE
sqrt,cub,just,log,Random Intercept,245.4645104,260.9127762,246.3978437,0.779673603,FALSE
inv,sqrt,inv_sqrt,log,Random Slope,198.6613633,237.282028,204.5872893,0.826014027,TRUE
inv,sqrt,inv_sqrt,log,Random Slope + Intercept,198.6613633,237.282028,204.5872893,0.826014027,TRUE
inv,sqrt,inv_sqrt,sqrt,Random Intercept,-296.2647817,-280.8165159,-295.3314484,0.82993171,FALSE
inv,sqrt,inv_sqrt,sqrt,Random Slope,-294.610303,-255.9896383,-288.6843771,0.94882158,TRUE
inv,sqrt,inv_sqrt,sqrt,Random Slope + Intercept,-294.610303,-255.9896383,-288.6843771,0.94882158,TRUE
inv,sqrt,inv_sqrt,inv,Random Intercept,1262.258752,1277.707018,1263.192085,0.582915439,FALSE
inv,sqrt,inv_sqrt,inv,Random Slope,1246.983695,1285.604359,1252.909621,0.751605787,TRUE
inv,sqrt,inv_sqrt,inv,Random Slope + Intercept,1246.983695,1285.604359,1252.909621,0.751605787,TRUE
inv,sqrt,inv_sqrt,inv_sqrt,Random Intercept,558.8081889,574.2564547,559.7415222,0.721141334,FALSE
inv,sqrt,inv_sqrt,inv_sqrt,Random Slope,540.1418253,578.76249,546.0677512,0.748116419,FALSE
inv,sqrt,inv_sqrt,inv_sqrt,Random Slope + Intercept,540.1418253,578.76249,546.0677512,0.748116419,FALSE
inv,sqrt,inv_sqrt,sq,Random Intercept,-891.2901783,-875.8419124,-890.356845,0.772922656,FALSE
inv,sqrt,inv_sqrt,sq,Random Slope,-912.822769,-874.2021043,-906.8968431,0.95080215,TRUE
inv,sqrt,inv_sqrt,sq,Random Slope + Intercept,-912.822769,-874.2021043,-906.8968431,0.95080215,TRUE
inv,sqrt,inv_sqrt,cub,Random Intercept,-1310.840328,-1295.392062,-1309.906995,0.700852488,FALSE
inv,sqrt,inv_sqrt,cub,Random Slope,-1348.003825,-1309.38316,-1342.077899,0.958335593,TRUE
inv,sqrt,inv_sqrt,cub,Random Slope + Intercept,-1348.003825,-1309.38316,-1342.077899,0.958335593,TRUE
inv_sqrt,sqrt,inv_sqrt,just,Random Intercept,-473.7562262,-458.3079604,-472.8228929,0.827116933,FALSE
inv_sqrt,sqrt,inv_sqrt,just,Random Slope,-478.5815895,-439.9609249,-472.6556636,0.96667824,TRUE
inv_sqrt,sqrt,inv_sqrt,just,Random Slope + Intercept,-478.5815895,-439.9609249,-472.6556636,0.96667824,TRUE
cub,inv_sqrt,inv_sqrt,log,Random Intercept,245.553265,261.0015309,246.4865984,0.800125689,FALSE
inv_sqrt,sqrt,inv_sqrt,log,Random Slope,200.258668,238.8793326,206.1845939,0.872146015,TRUE
inv_sqrt,sqrt,inv_sqrt,log,Random Slope + Intercept,200.258668,238.8793326,206.1845939,0.872146015,TRUE
inv_sqrt,sqrt,inv_sqrt,sqrt,Random Intercept,-293.518495,-278.0702291,-292.5851617,0.840805598,FALSE
inv_sqrt,sqrt,inv_sqrt,sqrt,Random Slope,-293.4783644,-254.8576997,-287.5524385,0.956032349,TRUE
inv_sqrt,sqrt,inv_sqrt,sqrt,Random Slope + Intercept,-293.4783644,-254.8576997,-287.5524385,0.956032349,TRUE
inv_sqrt,sqrt,inv_sqrt,inv,Random Intercept,1265.498993,1280.947259,1266.432327,0.599146037,FALSE
inv_sqrt,sqrt,inv_sqrt,inv,Random Slope,1251.01334,1289.634005,1256.939266,0.774677767,TRUE
inv_sqrt,sqrt,inv_sqrt,inv,Random Slope + Intercept,1251.01334,1289.634005,1256.939266,0.774677767,TRUE
inv_sqrt,sqrt,inv_sqrt,inv_sqrt,Random Intercept,561.6093202,577.0575861,562.5426535,0.738662807,FALSE
inv_sqrt,sqrt,inv_sqrt,inv_sqrt,Random Slope,541.6414309,580.2620955,547.5673568,0.834450747,TRUE
inv_sqrt,sqrt,inv_sqrt,inv_sqrt,Random Slope + Intercept,541.6414309,580.2620955,547.5673568,0.834450747,TRUE
inv_sqrt,sqrt,inv_sqrt,sq,Random Intercept,-887.4845097,-872.0362439,-886.5511764,0.766799263,FALSE
inv_sqrt,sqrt,inv_sqrt,sq,Random Slope,-910.6576537,-872.036989,-904.7317277,0.972606308,TRUE
inv_sqrt,sqrt,inv_sqrt,sq,Random Slope + Intercept,-910.6576537,-872.036989,-904.7317277,0.972606308,TRUE
inv_sqrt,sqrt,inv_sqrt,cub,Random Intercept,-1307.151251,-1291.702985,-1306.217917,0.67716085,FALSE
inv_sqrt,sqrt,inv_sqrt,cub,Random Slope,-1344.630707,-1306.010042,-1338.704781,0.970790676,TRUE
inv_sqrt,sqrt,inv_sqrt,cub,Random Slope + Intercept,-1344.630707,-1306.010042,-1338.704781,0.970790676,TRUE
sq,sqrt,inv_sqrt,just,Random Intercept,-443.4954157,-428.0471499,-442.5620824,0.787387171,FALSE
sq,sqrt,inv_sqrt,just,Random Slope,-443.5220216,-404.9013569,-437.5960957,0.865756026,FALSE
sq,sqrt,inv_sqrt,just,Random Slope + Intercept,-443.5220216,-404.9013569,-437.5960957,0.865756026,FALSE
inv,inv,cub,log,Random Intercept,245.6022193,261.0504852,246.5355526,0.838396947,FALSE
sq,sqrt,inv_sqrt,log,Random Slope,219.3124222,257.9330869,225.2383481,0.966541358,TRUE
sq,sqrt,inv_sqrt,log,Random Slope + Intercept,219.3124222,257.9330869,225.2383481,0.966541358,TRUE
sq,sqrt,inv_sqrt,sqrt,Random Intercept,-263.8753405,-248.4270746,-262.9420072,0.821867166,FALSE
sq,sqrt,inv_sqrt,sqrt,Random Slope,-271.3565793,-232.7359146,-265.4306534,0.902153756,FALSE
sq,sqrt,inv_sqrt,sqrt,Random Slope + Intercept,-271.3565793,-232.7359146,-265.4306534,0.902153756,FALSE
sq,sqrt,inv_sqrt,inv,Random Intercept,1294.619418,1310.067684,1295.552751,0.53535165,FALSE
sq,sqrt,inv_sqrt,inv,Random Slope,1290.415322,1329.035987,1296.341248,0.782115904,TRUE
sq,sqrt,inv_sqrt,inv,Random Slope + Intercept,1290.415322,1329.035987,1296.341248,0.782115904,TRUE
sq,sqrt,inv_sqrt,inv_sqrt,Random Intercept,590.663078,606.1113438,591.5964113,0.711521853,FALSE
sq,sqrt,inv_sqrt,inv_sqrt,Random Slope,562.142496,600.7631607,568.068422,0.85232878,TRUE
sq,sqrt,inv_sqrt,inv_sqrt,Random Slope + Intercept,562.142496,600.7631607,568.068422,0.85232878,TRUE
sq,sqrt,inv_sqrt,sq,Random Intercept,-858.9136865,-843.4654206,-857.9803532,0.649928055,FALSE
sq,sqrt,inv_sqrt,sq,Random Slope,-863.4390596,-824.8183949,-857.5131337,0.682319687,TRUE
sq,sqrt,inv_sqrt,sq,Random Slope + Intercept,-863.4390596,-824.8183949,-857.5131337,0.682319687,TRUE
sq,sqrt,inv_sqrt,cub,Random Intercept,-1282.821255,-1267.372989,-1281.887922,0.468296449,FALSE
sq,sqrt,inv_sqrt,cub,Random Slope,-1290.886593,-1252.265928,-1284.960667,0.563898448,TRUE
sq,sqrt,inv_sqrt,cub,Random Slope + Intercept,-1290.886593,-1252.265928,-1284.960667,0.563898448,TRUE
cub,sqrt,inv_sqrt,just,Random Intercept,-431.3475576,-415.8992917,-430.4142242,0.750243112,FALSE
cub,sqrt,inv_sqrt,just,Random Slope,-430.9549464,-392.3342818,-425.0290205,0.969954372,TRUE
cub,sqrt,inv_sqrt,just,Random Slope + Intercept,-430.9549464,-392.3342818,-425.0290205,0.969954372,TRUE
sq,just,inv,log,Random Intercept,245.8469786,261.2952445,246.780312,0.772116889,FALSE
cub,sqrt,inv_sqrt,log,Random Slope,228.1287058,266.7493705,234.0546317,0.923250875,TRUE
cub,sqrt,inv_sqrt,log,Random Slope + Intercept,228.1287058,266.7493705,234.0546317,0.923250875,TRUE
cub,sqrt,inv_sqrt,sqrt,Random Intercept,-250.9719843,-235.5237184,-250.0386509,0.788878687,FALSE
cub,sqrt,inv_sqrt,sqrt,Random Slope,-255.8066812,-217.1860165,-249.8807553,0.987113954,TRUE
cub,sqrt,inv_sqrt,sqrt,Random Slope + Intercept,-255.8066812,-217.1860165,-249.8807553,0.987113954,TRUE
cub,sqrt,inv_sqrt,inv,Random Intercept,1306.41949,1321.867756,1307.352824,0.479996077,FALSE
cub,sqrt,inv_sqrt,inv,Random Slope,1309.108457,1347.729121,1315.034382,0.988112376,TRUE
cub,sqrt,inv_sqrt,inv,Random Slope + Intercept,1309.108457,1347.729121,1315.034382,0.988112376,TRUE
cub,sqrt,inv_sqrt,inv_sqrt,Random Intercept,603.2011251,618.649391,604.1344584,0.664290613,FALSE
cub,sqrt,inv_sqrt,inv_sqrt,Random Slope,588.1393391,626.7600038,594.0652651,0.989423664,TRUE
cub,sqrt,inv_sqrt,inv_sqrt,Random Slope + Intercept,588.1393391,626.7600038,594.0652651,0.989423664,TRUE
cub,sqrt,inv_sqrt,sq,Random Intercept,-848.8181363,-833.3698705,-847.884803,0.60142703,FALSE
cub,sqrt,inv_sqrt,sq,Random Slope,-846.758983,-808.1383183,-840.8330571,0.903574548,TRUE
cub,sqrt,inv_sqrt,sq,Random Slope + Intercept,-846.758983,-808.1383183,-840.8330571,0.903574548,TRUE
cub,sqrt,inv_sqrt,cub,Random Intercept,-1275.076507,-1259.628241,-1274.143174,0.446083957,FALSE
cub,sqrt,inv_sqrt,cub,Random Slope,-1274.516625,-1235.895961,-1268.590699,0.657279169,TRUE
cub,sqrt,inv_sqrt,cub,Random Slope + Intercept,-1274.516625,-1235.895961,-1268.590699,0.657279169,TRUE
just,inv,inv_sqrt,just,Random Intercept,-465.3019625,-449.8536966,-464.3686292,0.850745973,FALSE
just,inv,inv_sqrt,just,Random Slope,-462.9110781,-424.2904134,-456.9851522,0.814091683,TRUE
just,inv,inv_sqrt,just,Random Slope + Intercept,-462.9110781,-424.2904134,-456.9851522,0.814091683,TRUE
inv,inv_sqrt,cub,log,Random Intercept,246.7647608,262.2130266,247.6980941,0.827134353,FALSE
sq,just,sqrt,log,Random Intercept,247.0542354,262.5025013,247.9875688,0.809426352,FALSE
sq,inv,just,log,Random Intercept,247.6919633,263.1402292,248.6252966,0.844238384,FALSE
just,inv,inv_sqrt,sqrt,Random Intercept,-286.7158023,-271.2675364,-285.782469,0.876027007,FALSE
just,inv,inv_sqrt,sqrt,Random Slope,-288.5315,-249.9108353,-282.6055741,0.90199299,FALSE
just,inv,inv_sqrt,sqrt,Random Slope + Intercept,-288.5315,-249.9108353,-282.6055741,0.90199299,FALSE
just,inv,inv_sqrt,inv,Random Intercept,1279.631898,1295.080164,1280.565232,0.641710734,FALSE
just,inv,inv_sqrt,inv,Random Slope,1276.976874,1315.597539,1282.9028,0.582147784,FALSE
just,inv,inv_sqrt,inv,Random Slope + Intercept,1276.976874,1315.597539,1282.9028,0.582147784,FALSE
just,inv,inv_sqrt,inv_sqrt,Random Intercept,574.2127955,589.6610614,575.1461288,0.789972528,FALSE
just,inv,inv_sqrt,inv_sqrt,Random Slope,557.9458725,596.5665372,563.8717985,0.747860466,TRUE
just,inv,inv_sqrt,inv_sqrt,Random Slope + Intercept,557.9458725,596.5665372,563.8717985,0.747860466,TRUE
just,inv,inv_sqrt,sq,Random Intercept,-876.8239622,-861.3756963,-875.8906288,0.753486385,FALSE
just,inv,inv_sqrt,sq,Random Slope,-880.8134911,-842.1928265,-874.8875652,0.72734467,TRUE
just,inv,inv_sqrt,sq,Random Slope + Intercept,-880.8134911,-842.1928265,-874.8875652,0.72734467,TRUE
just,inv,inv_sqrt,cub,Random Intercept,-1296.699573,-1281.251307,-1295.76624,0.602445009,FALSE
just,inv,inv_sqrt,cub,Random Slope,-1299.482126,-1260.861462,-1293.5562,0.607310967,FALSE
just,inv,inv_sqrt,cub,Random Slope + Intercept,-1299.482126,-1260.861462,-1293.5562,0.607310967,FALSE
log,inv,inv_sqrt,just,Random Intercept,-477.1654271,-461.7171612,-476.2320938,0.863886108,FALSE
log,inv,inv_sqrt,just,Random Slope,-479.6118508,-440.9911861,-473.6859249,0.960249417,FALSE
log,inv,inv_sqrt,just,Random Slope + Intercept,-479.6118508,-440.9911861,-473.6859249,0.960249417,FALSE
sq,sq,log,log,Random Intercept,247.7014197,263.1496856,248.634753,0.783544226,FALSE
log,inv,inv_sqrt,log,Random Slope,192.7733163,231.393981,198.6992422,0.926818618,TRUE
log,inv,inv_sqrt,log,Random Slope + Intercept,192.7733163,231.393981,198.6992422,0.926818618,TRUE
log,inv,inv_sqrt,sqrt,Random Intercept,-298.0674903,-282.6192245,-297.134157,0.881507509,FALSE
log,inv,inv_sqrt,sqrt,Random Slope,-297.7132381,-259.0925734,-291.7873121,0.952520659,FALSE
log,inv,inv_sqrt,sqrt,Random Slope + Intercept,-297.7132381,-259.0925734,-291.7873121,0.952520659,FALSE
log,inv,inv_sqrt,inv,Random Intercept,1268.818362,1284.266628,1269.751696,0.663005124,FALSE
log,inv,inv_sqrt,inv,Random Slope,1248.559895,1287.18056,1254.485821,0.809809914,TRUE
log,inv,inv_sqrt,inv,Random Slope + Intercept,1248.559895,1287.18056,1254.485821,0.809809914,TRUE
log,inv,inv_sqrt,inv_sqrt,Random Intercept,563.4518371,578.900103,564.3851705,0.796543081,FALSE
