LDMC_trans,LMA_trans,CHL_trans,Model,AIC,R2,Singular_fit
cub,cub,inv_sqrt,Random Slope + Intercept,-420.972542,0.999250247,TRUE
identity,identity,sq,Random Intercept,-428.8329767,0.815893813,FALSE
identity,identity,sq,Random Slope,-437.1127863,0.777464215,TRUE
identity,identity,sq,Random Slope + Intercept,-443.1937185,0.941933648,FALSE
log,identity,sq,Random Intercept,-439.8848959,0.831270828,FALSE
log,identity,sq,Random Slope,-446.4019759,0.782988477,TRUE
log,identity,sq,Random Slope + Intercept,-451.9098136,0.969438142,TRUE
sqrt,identity,sq,Random Intercept,-435.8411897,0.825984457,FALSE
sqrt,identity,sq,Random Slope,-443.9421579,0.794882705,TRUE
sqrt,identity,sq,Random Slope + Intercept,-449.6704584,0.969629497,TRUE
inv,identity,sq,Random Intercept,-449.9011915,0.82806139,FALSE
inv,identity,sq,Random Slope,-453.4876214,0.75670407,TRUE
inv,identity,sq,Random Slope + Intercept,-458.6718344,0.961805394,TRUE
inv_sqrt,identity,sq,Random Intercept,-446.4271754,0.831766151,FALSE
inv_sqrt,identity,sq,Random Slope,-451.4081948,0.77001943,TRUE
inv_sqrt,identity,sq,Random Slope + Intercept,-456.7569162,0.968132846,TRUE
sq,identity,sq,Random Intercept,-416.0698147,0.784573423,FALSE
sq,identity,sq,Random Slope,-424.3397486,0.939636321,FALSE
sq,identity,sq,Random Slope + Intercept,-421.2078164,0.984687962,TRUE
cub,identity,sq,Random Intercept,-404.2037471,0.747944246,FALSE
cub,identity,sq,Random Slope,-406.160025,0.998609171,TRUE
cub,identity,sq,Random Slope + Intercept,-401.5253948,0.997952186,TRUE
identity,log,sq,Random Intercept,-435.3519928,0.843272942,FALSE
identity,log,sq,Random Slope,-444.0458865,0.817661183,TRUE
identity,log,sq,Random Slope + Intercept,-447.3464874,0.924238598,FALSE
log,log,sq,Random Intercept,-447.0523511,0.858593938,FALSE
log,log,sq,Random Slope,-452.5856906,0.800598859,TRUE
log,log,sq,Random Slope + Intercept,-453.9593297,0.934979607,TRUE
sqrt,log,sq,Random Intercept,-442.7171699,0.853296489,FALSE
sqrt,log,sq,Random Slope,-449.8539443,0.810031403,TRUE
sqrt,log,sq,Random Slope + Intercept,-454.3388368,0.966677295,TRUE
inv,log,sq,Random Intercept,-457.3269456,0.855629676,FALSE
inv,log,sq,Random Slope,-460.0575921,0.778056514,TRUE
inv,log,sq,Random Slope + Intercept,-463.7144979,0.968545915,TRUE
inv_sqrt,log,sq,Random Intercept,-453.7826692,0.859200243,FALSE
inv_sqrt,log,sq,Random Slope,-457.8170494,0.789640839,TRUE
inv_sqrt,log,sq,Random Slope + Intercept,-461.7219488,0.968433573,TRUE
sq,log,sq,Random Intercept,-421.8570213,0.811788443,FALSE
sq,log,sq,Random Slope,-428.907262,0.984281637,FALSE
sq,log,sq,Random Slope + Intercept,-436.0905211,0.942211348,TRUE
cub,log,sq,Random Intercept,-409.4156311,0.773745071,FALSE
cub,log,sq,Random Slope,-412.9723022,0.981546426,TRUE
cub,log,sq,Random Slope + Intercept,-406.8232361,0.998269724,TRUE
identity,sqrt,sq,Random Intercept,-433.5168113,0.831275129,FALSE
identity,sqrt,sq,Random Slope,-442.7914136,0.812332,TRUE
identity,sqrt,sq,Random Slope + Intercept,-438.3470451,0.802819209,FALSE
log,sqrt,sq,Random Intercept,-444.8918658,0.84659862,FALSE
log,sqrt,sq,Random Slope,-451.0219534,0.792833762,TRUE
log,sqrt,sq,Random Slope + Intercept,-454.5107544,0.952936313,TRUE
sqrt,sqrt,sq,Random Intercept,-440.7046204,0.841340711,FALSE
sqrt,sqrt,sq,Random Slope,-448.4416524,0.803535148,TRUE
sqrt,sqrt,sq,Random Slope + Intercept,-453.5892031,0.968429389,TRUE
inv,sqrt,sq,Random Intercept,-455.0241846,0.843333734,FALSE
inv,sqrt,sq,Random Slope,-458.2570921,0.76836569,FALSE
inv,sqrt,sq,Random Slope + Intercept,-462.6813012,0.967378481,TRUE
inv_sqrt,sqrt,sq,Random Intercept,-451.5226787,0.847076884,FALSE
inv_sqrt,sqrt,sq,Random Slope,-456.1204674,0.78075699,FALSE
inv_sqrt,sqrt,sq,Random Slope + Intercept,-460.7316143,0.969003903,TRUE
sq,sqrt,sq,Random Intercept,-420.3800388,0.799722992,FALSE
sq,sqrt,sq,Random Slope,-431.9627732,0.82412672,TRUE
sq,sqrt,sq,Random Slope + Intercept,-426.940259,0.856068371,TRUE
cub,sqrt,sq,Random Intercept,-408.2187598,0.762112514,FALSE
cub,sqrt,sq,Random Slope,-410.9125774,0.996355511,TRUE
cub,sqrt,sq,Random Slope + Intercept,-409.4535297,0.932678674,TRUE
identity,inv,sq,Random Intercept,-441.017864,0.856820032,FALSE
identity,inv,sq,Random Slope,-447.9926158,0.816042568,FALSE
identity,inv,sq,Random Slope + Intercept,-442.9869822,0.832792688,FALSE
log,inv,sq,Random Intercept,-453.2619875,0.872364901,FALSE
log,inv,sq,Random Slope,-457.3168274,0.808544951,TRUE
log,inv,sq,Random Slope + Intercept,-459.9722897,0.962975932,FALSE
sqrt,inv,sq,Random Intercept,-448.6659968,0.866804735,FALSE
sqrt,inv,sq,Random Slope,-454.2440442,0.819422774,FALSE
sqrt,inv,sq,Random Slope + Intercept,-450.8785742,0.866605806,TRUE
inv,inv,sq,Random Intercept,-463.8851641,0.870723806,FALSE
inv,inv,sq,Random Slope,-465.4378396,0.789792987,TRUE
inv,inv,sq,Random Slope + Intercept,-466.1250234,0.957470287,TRUE
inv_sqrt,inv,sq,Random Intercept,-460.2023874,0.873528641,FALSE
inv_sqrt,inv,sq,Random Slope,-462.8871121,0.799611438,TRUE
inv_sqrt,inv,sq,Random Slope + Intercept,-465.3321709,0.965242329,TRUE
sq,inv,sq,Random Intercept,-426.9888044,0.825923645,FALSE
sq,inv,sq,Random Slope,-434.1741526,0.955982476,TRUE
sq,inv,sq,Random Slope + Intercept,-427.6905248,0.958224576,TRUE
cub,inv,sq,Random Intercept,-414.1359992,0.788184972,FALSE
cub,inv,sq,Random Slope,-424.7050664,0.822513271,TRUE
cub,inv,sq,Random Slope + Intercept,-408.528192,0.663889411,TRUE
identity,inv_sqrt,sq,Random Intercept,-439.7422031,0.85175582,FALSE
identity,inv_sqrt,sq,Random Slope,-447.4201923,0.807499876,TRUE
identity,inv_sqrt,sq,Random Slope + Intercept,-442.3601328,0.825665311,FALSE
log,inv_sqrt,sq,Random Intercept,-451.7418174,0.867146894,FALSE
log,inv_sqrt,sq,Random Slope,-456.550879,0.805841043,TRUE
log,inv_sqrt,sq,Random Slope + Intercept,-460.0216205,0.965701468,TRUE
sqrt,inv_sqrt,sq,Random Intercept,-447.2660649,0.861746248,FALSE
sqrt,inv_sqrt,sq,Random Slope,-453.6497268,0.814244407,TRUE
sqrt,inv_sqrt,sq,Random Slope + Intercept,-449.735433,0.853254788,TRUE
inv,inv_sqrt,sq,Random Intercept,-462.1830985,0.864751654,FALSE
inv,inv_sqrt,sq,Random Slope,-464.3265873,0.785581534,TRUE
inv,inv_sqrt,sq,Random Slope + Intercept,-467.2460818,0.968629084,TRUE
inv_sqrt,inv_sqrt,sq,Random Intercept,-458.5779306,0.868016113,FALSE
inv_sqrt,inv_sqrt,sq,Random Slope,-461.9439842,0.795954924,TRUE
inv_sqrt,inv_sqrt,sq,Random Slope + Intercept,-465.1220066,0.969883226,TRUE
sq,inv_sqrt,sq,Random Intercept,-425.9395733,0.820523108,FALSE
sq,inv_sqrt,sq,Random Slope,-432.0847056,0.953538039,FALSE
sq,inv_sqrt,sq,Random Slope + Intercept,-428.6209093,0.890175138,TRUE
cub,inv_sqrt,sq,Random Intercept,-413.2600936,0.782478126,FALSE
cub,inv_sqrt,sq,Random Slope,-421.1908849,0.977832847,TRUE
cub,inv_sqrt,sq,Random Slope + Intercept,-410.667784,0.973127197,TRUE
identity,sq,sq,Random Intercept,-421.1177209,0.777088199,FALSE
identity,sq,sq,Random Slope,-429.598253,0.734755876,TRUE
identity,sq,sq,Random Slope + Intercept,-437.2962878,0.967344118,FALSE
log,sq,sq,Random Intercept,-431.6091315,0.792612362,FALSE
log,sq,sq,Random Slope,-438.1403134,0.757837195,TRUE
log,sq,sq,Random Slope + Intercept,-445.0041721,0.965802115,TRUE
sqrt,sq,sq,Random Intercept,-427.8095625,0.787073009,FALSE
sqrt,sq,sq,Random Slope,-435.7816616,0.759615381,TRUE
sqrt,sq,sq,Random Slope + Intercept,-442.663495,0.971242969,TRUE
inv,sq,sq,Random Intercept,-441.4554469,0.790783639,FALSE
inv,sq,sq,Random Slope,-445.2116358,0.724352045,TRUE
inv,sq,sq,Random Slope + Intercept,-448.7381636,0.899983306,FALSE
inv_sqrt,sq,sq,Random Intercept,-438.0111508,0.793654086,FALSE
inv_sqrt,sq,sq,Random Slope,-443.104795,0.74310624,TRUE
inv_sqrt,sq,sq,Random Slope + Intercept,-450.0010324,0.964845461,TRUE
sq,sq,sq,Random Intercept,-409.0309935,0.747475146,FALSE
sq,sq,sq,Random Slope,-420.1120383,0.852672801,TRUE
sq,sq,sq,Random Slope + Intercept,-427.3050188,0.968706945,TRUE
cub,sq,sq,Random Intercept,-397.7062451,0.714624025,FALSE
cub,sq,sq,Random Slope,-398.2929062,0.999196381,TRUE
cub,sq,sq,Random Slope + Intercept,-400.8416722,0.998050361,TRUE
identity,cub,sq,Random Intercept,-414.7944865,0.733945989,FALSE
identity,cub,sq,Random Slope,-422.6508968,0.714901306,TRUE
identity,cub,sq,Random Slope + Intercept,-430.0184321,0.964184068,TRUE
log,cub,sq,Random Intercept,-424.8880278,0.749486863,FALSE
log,cub,sq,Random Slope,-430.6193413,0.727972761,TRUE
log,cub,sq,Random Slope + Intercept,-433.996075,0.920027614,TRUE
sqrt,cub,sq,Random Intercept,-421.261233,0.743536316,FALSE
sqrt,cub,sq,Random Slope,-428.2141317,0.743653874,TRUE
sqrt,cub,sq,Random Slope + Intercept,-435.7015207,0.970989627,TRUE
inv,cub,sq,Random Intercept,-434.6114373,0.750443655,FALSE
inv,cub,sq,Random Slope,-437.9714562,0.697934807,TRUE
inv,cub,sq,Random Slope + Intercept,-442.0271503,0.904874523,TRUE
inv_sqrt,cub,sq,Random Intercept,-431.1903556,0.751638373,FALSE
inv_sqrt,cub,sq,Random Slope,-435.7012283,0.712594393,FALSE
inv_sqrt,cub,sq,Random Slope + Intercept,-439.9341375,0.913472804,TRUE
sq,cub,sq,Random Intercept,-403.1940856,0.707605866,FALSE
sq,cub,sq,Random Slope,-412.8021416,0.799062861,TRUE
sq,cub,sq,Random Slope + Intercept,-413.9205438,0.998927726,TRUE
cub,cub,sq,Random Intercept,-392.2606902,0.680316801,FALSE
cub,cub,sq,Random Slope,-398.3489753,0.978560361,TRUE
cub,cub,sq,Random Slope + Intercept,-399.9591736,0.999102346,TRUE
identity,identity,cub,Random Intercept,-416.0150405,0.805933101,FALSE
identity,identity,cub,Random Slope,-424.0771268,0.768276329,FALSE
identity,identity,cub,Random Slope + Intercept,-431.7671404,0.964189836,FALSE
log,identity,cub,Random Intercept,-426.9984015,0.821906872,FALSE
log,identity,cub,Random Slope,-433.513193,0.770162213,TRUE
log,identity,cub,Random Slope + Intercept,-439.2279525,0.969389748,TRUE
sqrt,identity,cub,Random Intercept,-422.9929851,0.816541227,FALSE
sqrt,identity,cub,Random Slope,-431.0907579,0.783022619,TRUE
sqrt,identity,cub,Random Slope + Intercept,-436.211377,0.960502638,TRUE
inv,identity,cub,Random Intercept,-436.9291246,0.817659265,FALSE
inv,identity,cub,Random Slope,-440.5392522,0.741155115,TRUE
inv,identity,cub,Random Slope + Intercept,-445.9650962,0.965570485,TRUE
inv_sqrt,identity,cub,Random Intercept,-433.4978301,0.822063992,FALSE
inv_sqrt,identity,cub,Random Slope,-438.4862719,0.755872936,FALSE
inv_sqrt,identity,cub,Random Slope + Intercept,-444.0388638,0.969240179,TRUE
sq,identity,cub,Random Intercept,-403.2861034,0.772394823,FALSE
sq,identity,cub,Random Slope,-415.0862427,0.804687999,TRUE
sq,identity,cub,Random Slope + Intercept,-421.1370464,0.956578734,TRUE
cub,identity,cub,Random Intercept,-391.4318435,0.732625775,FALSE
cub,identity,cub,Random Slope,-388.9891718,0.999870771,TRUE
cub,identity,cub,Random Slope + Intercept,-389.4603422,0.997568208,TRUE
identity,log,cub,Random Intercept,-422.3908696,0.835332222,FALSE
identity,log,cub,Random Slope,-431.182627,0.80304532,TRUE
identity,log,cub,Random Slope + Intercept,-433.7880186,0.92491007,FALSE
log,log,cub,Random Intercept,-433.994381,0.851143969,FALSE
log,log,cub,Random Slope,-439.6023338,0.788180728,TRUE
log,log,cub,Random Slope + Intercept,-440.9638037,0.933024371,TRUE
sqrt,log,cub,Random Intercept,-429.7141176,0.845804333,FALSE
sqrt,log,cub,Random Slope,-436.9337264,0.798838418,TRUE
sqrt,log,cub,Random Slope + Intercept,-441.5183538,0.966253583,FALSE
inv,log,cub,Random Intercept,-444.1418999,0.847146614,FALSE
inv,log,cub,Random Slope,-446.9580765,0.763106883,FALSE
inv,log,cub,Random Slope + Intercept,-450.7215579,0.967993456,FALSE
inv_sqrt,log,cub,Random Intercept,-440.6617191,0.85140662,FALSE
inv_sqrt,log,cub,Random Slope,-444.7727416,0.776080386,TRUE
inv_sqrt,log,cub,Random Slope + Intercept,-448.7817785,0.96807986,FALSE
sq,log,cub,Random Intercept,-408.9388464,0.801784422,FALSE
sq,log,cub,Random Slope,-416.7925134,0.965291991,FALSE
sq,log,cub,Random Slope + Intercept,-416.5941826,0.882947075,TRUE
cub,log,cub,Random Intercept,-396.5064316,0.760593328,FALSE
cub,log,cub,Random Slope,-392.392623,0.999902102,TRUE
cub,log,cub,Random Slope + Intercept,-394.6015042,0.997208875,TRUE
identity,sqrt,cub,Random Intercept,-420.6106943,0.822375256,FALSE
identity,sqrt,cub,Random Slope,-429.9379805,0.801583084,TRUE
identity,sqrt,cub,Random Slope + Intercept,-421.2270065,0.811060818,FALSE
log,sqrt,cub,Random Intercept,-431.9016322,0.838243024,FALSE
log,sqrt,cub,Random Slope,-438.0673884,0.78024001,TRUE
log,sqrt,cub,Random Slope + Intercept,-443.0769923,0.968553746,TRUE
sqrt,sqrt,cub,Random Intercept,-427.7615252,0.832925605,FALSE
sqrt,sqrt,cub,Random Slope,-435.5375126,0.792066122,TRUE
sqrt,sqrt,cub,Random Slope + Intercept,-440.8379663,0.968186386,TRUE
inv,sqrt,cub,Random Intercept,-441.9279157,0.833930724,FALSE
inv,sqrt,cub,Random Slope,-445.214814,0.751999748,TRUE
inv,sqrt,cub,Random Slope + Intercept,-449.7846642,0.965825279,TRUE
inv_sqrt,sqrt,cub,Random Intercept,-438.4794452,0.838376218,FALSE
inv_sqrt,sqrt,cub,Random Slope,-443.1189895,0.767060191,TRUE
inv_sqrt,sqrt,cub,Random Slope + Intercept,-447.8852172,0.968792878,FALSE
sq,sqrt,cub,Random Intercept,-407.5146739,0.788667506,FALSE
sq,sqrt,cub,Random Slope,-413.9002461,0.979963693,TRUE
sq,sqrt,cub,Random Slope + Intercept,-411.9153208,0.920800436,TRUE
cub,sqrt,cub,Random Intercept,-395.3657263,0.74788627,FALSE
cub,sqrt,cub,Random Slope,-389.5575987,0.999969803,TRUE
cub,sqrt,cub,Random Slope + Intercept,-390.7443116,0.999186699,TRUE
identity,inv,cub,Random Intercept,-428.0631346,0.850411441,FALSE
identity,inv,cub,Random Slope,-435.3562186,0.817123887,FALSE
identity,inv,cub,Random Slope + Intercept,-429.3337036,0.83047808,FALSE
log,inv,cub,Random Intercept,-440.201577,0.866346789,FALSE
log,inv,cub,Random Slope,-444.3919972,0.796675085,TRUE
log,inv,cub,Random Slope + Intercept,-447.059968,0.962279174,TRUE
sqrt,inv,cub,Random Intercept,-435.6683911,0.860772003,FALSE
sqrt,inv,cub,Random Slope,-441.402006,0.809187473,FALSE
sqrt,inv,cub,Random Slope + Intercept,-437.9985397,0.860963798,TRUE
inv,inv,cub,Random Intercept,-450.6624474,0.8637404,FALSE
inv,inv,cub,Random Slope,-452.3460178,0.775593937,TRUE
inv,inv,cub,Random Slope + Intercept,-454.543437,0.967266736,FALSE
inv_sqrt,inv,cub,Random Intercept,-447.0641428,0.867184357,FALSE
inv_sqrt,inv,cub,Random Slope,-449.877644,0.786567294,TRUE
inv_sqrt,inv,cub,Random Slope + Intercept,-452.3343797,0.964449336,FALSE
sq,inv,cub,Random Intercept,-414.0641945,0.817670242,FALSE
sq,inv,cub,Random Slope,-423.8300115,0.817501227,TRUE
sq,inv,cub,Random Slope + Intercept,-417.2704048,0.819425842,TRUE
cub,inv,cub,Random Intercept,-401.2006466,0.776933883,FALSE
cub,inv,cub,Random Slope,-401.3501394,0.929853535,TRUE
cub,inv,cub,Random Slope + Intercept,-393.0857645,0.999151659,TRUE
identity,inv_sqrt,cub,Random Intercept,-426.7647627,0.844647653,FALSE
identity,inv_sqrt,cub,Random Slope,-434.847996,0.808927878,TRUE
identity,inv_sqrt,cub,Random Slope + Intercept,-428.8690369,0.821424558,FALSE
log,inv_sqrt,cub,Random Intercept,-438.6598206,0.860477355,FALSE
log,inv_sqrt,cub,Random Slope,-443.5779814,0.793685702,TRUE
log,inv_sqrt,cub,Random Slope + Intercept,-440.9602024,0.871874365,TRUE
sqrt,inv_sqrt,cub,Random Intercept,-434.2445266,0.85504928,FALSE
sqrt,inv_sqrt,cub,Random Slope,-440.751155,0.803260289,TRUE
sqrt,inv_sqrt,cub,Random Slope + Intercept,-444.4951518,0.963490314,FALSE
inv,inv_sqrt,cub,Random Intercept,-448.9544601,0.857079211,FALSE
inv,inv_sqrt,cub,Random Slope,-451.2101796,0.770582871,FALSE
inv,inv_sqrt,cub,Random Slope + Intercept,-454.1868906,0.968346207,TRUE
inv_sqrt,inv_sqrt,cub,Random Intercept,-445.4242782,0.860986451,FALSE
inv_sqrt,inv_sqrt,cub,Random Slope,-448.8971834,0.782675591,TRUE
inv_sqrt,inv_sqrt,cub,Random Slope + Intercept,-452.1478271,0.966700372,TRUE
sq,inv_sqrt,cub,Random Intercept,-413.0016331,0.811459571,FALSE
sq,inv_sqrt,cub,Random Slope,-419.5813518,0.981747316,TRUE
sq,inv_sqrt,cub,Random Slope + Intercept,-415.988183,0.898847403,TRUE
cub,inv_sqrt,cub,Random Intercept,-400.3233371,0.770330054,FALSE
cub,inv_sqrt,cub,Random Slope,-399.3629824,0.999309602,TRUE
cub,inv_sqrt,cub,Random Slope + Intercept,-397.5567542,0.990746287,TRUE
identity,sq,cub,Random Intercept,-408.5374244,0.76490972,FALSE
identity,sq,cub,Random Slope,-414.9808478,0.754286124,TRUE
identity,sq,cub,Random Slope + Intercept,-424.076197,0.9545178,TRUE
log,sq,cub,Random Intercept,-418.9918181,0.781112398,FALSE
log,sq,cub,Random Slope,-425.4674142,0.744428584,TRUE
log,sq,cub,Random Slope + Intercept,-432.6589764,0.969637962,TRUE
sqrt,sq,cub,Random Intercept,-415.2135107,0.775451328,FALSE
sqrt,sq,cub,Random Slope,-423.135192,0.759665825,TRUE
sqrt,sq,cub,Random Slope + Intercept,-430.3306512,0.971362649,TRUE
inv,sq,cub,Random Intercept,-428.7872473,0.778349615,FALSE
inv,sq,cub,Random Slope,-432.5224922,0.71223473,TRUE
inv,sq,cub,Random Slope + Intercept,-436.8679385,0.902056337,TRUE
inv_sqrt,sq,cub,Random Intercept,-425.3688557,0.781860929,FALSE
inv_sqrt,sq,cub,Random Slope,-430.4205757,0.728329199,TRUE
inv_sqrt,sq,cub,Random Slope + Intercept,-437.6072179,0.968251131,TRUE
sq,sq,cub,Random Intercept,-396.4661183,0.733082901,FALSE
sq,sq,cub,Random Slope,-406.998503,0.89370152,TRUE
sq,sq,cub,Random Slope + Intercept,-414.6267844,0.959873615,TRUE
cub,sq,cub,Random Intercept,-385.1452502,0.697326676,FALSE
cub,sq,cub,Random Slope,-385.4197363,0.999428234,TRUE
cub,sq,cub,Random Slope + Intercept,-386.1861428,0.999506065,TRUE
identity,cub,cub,Random Intercept,-402.4674246,0.719870083,FALSE
identity,cub,cub,Random Slope,-410.0107105,0.688142419,TRUE
identity,cub,cub,Random Slope + Intercept,-418.0922888,0.964569445,TRUE
log,cub,cub,Random Intercept,-412.5487094,0.736121469,FALSE
log,cub,cub,Random Slope,-418.2116881,0.714024406,TRUE
log,cub,cub,Random Slope + Intercept,-424.8572259,0.936912265,TRUE
sqrt,cub,cub,Random Intercept,-408.9301566,0.730012821,FALSE
sqrt,cub,cub,Random Slope,-415.8098997,0.730558977,TRUE
sqrt,cub,cub,Random Slope + Intercept,-423.7580072,0.973524918,TRUE
inv,cub,cub,Random Intercept,-422.2462532,0.736329402,FALSE
inv,cub,cub,Random Slope,-425.5666836,0.681093493,FALSE
inv,cub,cub,Random Slope + Intercept,-429.6599524,0.902709621,TRUE
inv_sqrt,cub,cub,Random Intercept,-418.8391587,0.738053039,FALSE
inv_sqrt,cub,cub,Random Slope,-423.2930215,0.69726316,TRUE
inv_sqrt,cub,cub,Random Slope + Intercept,-427.5098525,0.916632069,TRUE
sq,cub,cub,Random Intercept,-390.8652654,0.691482897,FALSE
sq,cub,cub,Random Slope,-400.2616324,0.726404569,TRUE
sq,cub,cub,Random Slope + Intercept,-408.3519443,0.97803707,TRUE
cub,cub,cub,Random Intercept,-379.9263299,0.661667504,FALSE
cub,cub,cub,Random Slope,-384.9213146,0.983092927,TRUE
cub,cub,cub,Random Slope + Intercept,-384.6680527,0.999180927,TRUE
